(3084, 3192)
(3185, 3104)
(3048, 2897)
(3150, 3155)
(3139, 3164)
(2905, 2997)
(3196, 3042)
(2998, 2905)
(3054, 3196)
(3005, 3191)
(2898, 3065)
(2912, 3112)
(3145, 2933)
(2964, 2921)
(3178, 3119)
(3182, 2982)
(3093, 2904)
(3089, 3190)
(2899, 3020)
(2948, 3160)
(3070, 3195)
(3009, 2901)
(3195, 3028)
(3126, 2919)
(3191, 3085)
(2908, 3105)
(2982, 2911)
(3195, 3064)
(2901, 3084)
(3096, 2905)
(2924, 2960)
(3127, 2920)
(3175, 2969)
(2909, 3106)
(2904, 3000)
(3188, 2997)
(2940, 2941)
(3023, 3195)
(2902, 3085)
(2974, 2915)
(3152, 2940)
(3174, 3126)
(3096, 3188)
(3070, 2898)
(2908, 2988)
(3171, 2962)
(3077, 3193)
(3162, 3142)
(2963, 3171)
(2983, 2911)
(2904, 3094)
(3122, 2917)
(3035, 3196)
(2898, 3069)
(3153, 2941)
(3004, 3190)
(3059, 2897)
(2903, 3004)
(3111, 3182)
(2964, 3172)
(2905, 3095)
(3195, 3023)
(2926, 3136)
(2993, 2906)
(2900, 3016)
(2912, 2981)
(3064, 3195)
(2911, 3111)
(3159, 2947)
(3107, 3184)
(2959, 3169)
(3194, 3072)
(2898, 3028)
(3108, 2910)
(3160, 2948)
(3100, 2906)
(2932, 2950)
(3007, 3191)
(3166, 2955)
(3174, 2968)
(3038, 3196)
(3000, 2904)
(2978, 2913)
(3051, 2897)
(3062, 2897)
(2966, 2920)
(3195, 3027)
